,Program Adı,Alt Program Adı,Faaliyet Adı,Kurum/Birim,Alt Faaliyet Adı,Finansman,Ekonomik,Tertip,İşlemler,2022,2023,2024,2021 YSHT,2022 Tavan Üstü,2021 KBÖ
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Ankara Müzik ve Güzel Sanatlar Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Ankara Müzik ve Güzel Sanatlar Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Ankara Müzik ve Güzel Sanatlar Üniversitesi'ne Hazine Yardımı,99.903.9198.15476-0012.0032-01-05.02.80.15,,"39,995,000.00","45,115,000.00","49,862,000.00",0.00,0.00,"28,167,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Ankara Müzik ve Güzel Sanatlar Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Ankara Müzik ve Güzel Sanatlar Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Ankara Müzik ve Güzel Sanatlar Üniversitesi'ne Hazine Yardımı,99.903.9198.15476-0012.0032-01-07.03.80.15,,"39,500,000.00","43,015,000.00","46,316,000.00",0.00,0.00,"19,400,000.00"
-> Ankara Sosyal Bilimler Üniversitesine Hazine Yardımı,,,,,,,,,,0.00,0.00,"205,431,000.00",0.00,0.00,"149,862,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Ankara Sosyal Bilimler Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Ankara Sosyal Bilimler Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Ankara Sosyal Bilimler Üniversitesi'ne Hazine Yardımı,99.903.9190.15468-0012.0032-01-05.02.80.06,,"96,752,000.00","110,466,000.00","122,649,000.00",0.00,0.00,"70,362,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Ankara Sosyal Bilimler Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Ankara Sosyal Bilimler Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Ankara Sosyal Bilimler Üniversitesi'ne Hazine Yardımı,99.903.9190.15468-0012.0032-01-07.03.80.06,,"70,600,000.00","76,882,000.00","82,782,000.00",0.00,0.00,"79,500,000.00"
-> Ankara Üniversitesine Hazine Yardımı,,,,,,,,,,0.00,0.00,"2,178,384,000.00",0.00,0.00,"1,408,178,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Ankara Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Ankara Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Ankara Üniversitesi'ne Hazine Yardımı,99.903.9087.15365-0012.0032-01-05.02.70.02,,"1,493,374,000.00","1,718,716,000.00","1,909,158,000.00",0.00,0.00,"1,205,566,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Ankara Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Ankara Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Ankara Üniversitesi'ne Hazine Yardımı,99.903.9087.15365-0012.0032-01-07.03.70.02,,"229,606,000.00","250,050,000.00","269,226,000.00",0.00,0.00,"202,612,000.00"
-> Ankara Yıldırım Beyazıt Üniversitesine Hazine Yardımı,,,,,,,,,,0.00,0.00,"478,789,000.00",0.00,0.00,"286,283,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Ankara Yıldırım Beyazıt Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Ankara Yıldırım Beyazıt Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Ankara Yıldırım Beyazıt Üniversitesi'ne Hazine Yardımı,99.903.9182.15460-0012.0032-01-05.02.70.97,,"331,914,000.00","382,322,000.00","425,430,000.00",0.00,0.00,"239,521,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Ankara Yıldırım Beyazıt Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Ankara Yıldırım Beyazıt Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Ankara Yıldırım Beyazıt Üniversitesi'ne Hazine Yardımı,99.903.9182.15460-0012.0032-01-07.03.70.97,,"45,507,000.00","49,556,000.00","53,359,000.00",0.00,0.00,"46,762,000.00"
-> Ardahan Üniversitesine Hazine Yardımı,,,,,,,,,,0.00,0.00,"172,604,000.00",0.00,0.00,"103,754,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Ardahan Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Ardahan Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Ardahan Üniversitesi'ne Hazine Yardımı,99.903.9172.15450-0012.0032-01-05.02.70.87,,"111,661,000.00","127,483,000.00","141,531,000.00",0.00,0.00,"83,170,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Ardahan Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Ardahan Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Ardahan Üniversitesi'ne Hazine Yardımı,99.903.9172.15450-0012.0032-01-07.03.70.87,,"26,500,000.00","28,858,000.00","31,073,000.00",0.00,0.00,"20,584,000.00"
-> Artvin Çoruh Üniversitesine Hazine Yardımı,,,,,,,,,,0.00,0.00,"207,770,000.00",0.00,0.00,"129,954,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Artvin Çoruh Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Artvin Çoruh Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Artvin Çoruh Üniversitesi'ne Hazine Yardımı,99.903.9163.15441-0012.0032-01-05.02.70.78,,"139,284,000.00","159,967,000.00","177,868,000.00",0.00,0.00,"106,092,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Artvin Çoruh Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Artvin Çoruh Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Artvin Çoruh Üniversitesi'ne Hazine Yardımı,99.903.9163.15441-0012.0032-01-07.03.70.78,,"25,502,000.00","27,771,000.00","29,902,000.00",0.00,0.00,"23,862,000.00"
-> Atatürk Üniversitesine Hazine Yardımı,,,,,,,,,,0.00,0.00,"1,385,452,000.00",0.00,0.00,"863,191,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Atatürk Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Atatürk Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Atatürk Üniversitesi'ne Hazine Yardımı,99.903.9109.15387-0012.0032-01-05.02.70.24,,"1,051,939,000.00","1,206,441,000.00","1,339,982,000.00",0.00,0.00,"803,650,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Atatürk Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Atatürk Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Atatürk Üniversitesi'ne Hazine Yardımı,99.903.9109.15387-0012.0032-01-07.03.70.24,,"38,781,000.00","42,247,000.00","45,470,000.00",0.00,0.00,"59,541,000.00"
-> Aydın Adnan Menderes Üniversitesine Hazine Yardımı,,,,,,,,,,0.00,0.00,"796,807,000.00",0.00,0.00,"499,477,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Aydın Adnan Menderes Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Aydın Adnan Menderes Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Aydın Adnan Menderes Üniversitesi'ne Hazine Yardımı,99.903.9119.15397-0012.0032-01-05.02.70.34,,"571,287,000.00","658,015,000.00","731,833,000.00",0.00,0.00,"442,730,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Aydın Adnan Menderes Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Aydın Adnan Menderes Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Aydın Adnan Menderes Üniversitesi'ne Hazine Yardımı,99.903.9119.15397-0012.0032-01-07.03.70.34,,"55,412,000.00","60,347,000.00","64,974,000.00",0.00,0.00,"56,747,000.00"
-> Balıkesir Üniversitesine Hazine Yardımı,,,,,,,,,,0.00,0.00,"514,654,000.00",0.00,0.00,"300,557,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Balıkesir Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Balıkesir Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Balıkesir Üniversitesi'ne Hazine Yardımı,99.903.9123.15401-0012.0032-01-05.02.70.38,,"354,995,000.00","408,042,000.00","453,680,000.00",0.00,0.00,"269,015,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Balıkesir Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Balıkesir Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Balıkesir Üniversitesi'ne Hazine Yardımı,99.903.9123.15401-0012.0032-01-07.03.70.38,,"52,000,000.00","56,628,000.00","60,974,000.00",0.00,0.00,"31,542,000.00"
-> Bandırma Onyedi Eylül Üniversitesine Hazine Yardımı,,,,,,,,,,0.00,0.00,"219,759,000.00",0.00,0.00,"136,677,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Bandırma Onyedi Eylül Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Bandırma Onyedi Eylül Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Bandırma Onyedi Eylül Üniversitesi'ne Hazine Yardımı,99.903.9192.15470-0012.0032-01-05.02.80.08,,"121,280,000.00","139,219,000.00","154,681,000.00",0.00,0.00,"83,775,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Bandırma Onyedi Eylül Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Bandırma Onyedi Eylül Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Bandırma Onyedi Eylül Üniversitesi'ne Hazine Yardımı,99.903.9192.15470-0012.0032-01-07.03.80.08,,"55,502,000.00","60,440,000.00","65,078,000.00",0.00,0.00,"52,902,000.00"
-> Bartın Üniversitesine Hazine Yardımı,,,,,,,,,,0.00,0.00,"271,707,000.00",0.00,0.00,"162,115,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Bartın Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Bartın Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Bartın Üniversitesi'ne Hazine Yardımı,99.903.9173.15451-0012.0032-01-05.02.70.88,,"166,438,000.00","191,575,000.00","213,078,000.00",0.00,0.00,"122,215,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Bartın Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Bartın Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Bartın Üniversitesi'ne Hazine Yardımı,99.903.9173.15451-0012.0032-01-07.03.70.88,,"50,000,000.00","54,450,000.00","58,629,000.00",0.00,0.00,"39,900,000.00"
-> Batman Üniversitesine Hazine Yardımı,,,,,,,,,,0.00,0.00,"226,889,000.00",0.00,0.00,"150,643,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Batman Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Batman Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Batman Üniversitesi'ne Hazine Yardımı,99.903.9171.15449-0012.0032-01-05.02.70.86,,"158,841,000.00","181,999,000.00","202,264,000.00",0.00,0.00,"122,109,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Batman Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Batman Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Batman Üniversitesi'ne Hazine Yardımı,99.903.9171.15449-0012.0032-01-07.03.70.86,,"21,000,000.00","22,869,000.00","24,625,000.00",0.00,0.00,"28,534,000.00"
-> Bayburt Üniversitesine Hazine Yardımı,,,,,,,,,,0.00,0.00,"187,107,000.00",0.00,0.00,"120,028,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Bayburt Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Bayburt Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Bayburt Üniversitesi'ne Hazine Yardımı,99.903.9174.15452-0012.0032-01-05.02.70.89,,"135,278,000.00","155,129,000.00","172,450,000.00",0.00,0.00,"100,728,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Bayburt Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Bayburt Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Bayburt Üniversitesi'ne Hazine Yardımı,99.903.9174.15452-0012.0032-01-07.03.70.89,,"12,500,000.00","13,612,000.00","14,657,000.00",0.00,0.00,"19,300,000.00"
-> Bilecik Şeyh Edebali Üniversitesine Hazine Yardımı,,,,,,,,,,0.00,0.00,"254,749,000.00",0.00,0.00,"151,712,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Bilecik Şeyh Edebali Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Bilecik Şeyh Edebali Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Bilecik Şeyh Edebali Üniversitesi'ne Hazine Yardımı,99.903.9164.15442-0012.0032-01-05.02.70.79,,"173,595,000.00","199,134,000.00","221,331,000.00",0.00,0.00,"125,812,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Bilecik Şeyh Edebali Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Bilecik Şeyh Edebali Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Bilecik Şeyh Edebali Üniversitesi'ne Hazine Yardımı,99.903.9164.15442-0012.0032-01-07.03.70.79,,"28,500,000.00","31,036,000.00","33,418,000.00",0.00,0.00,"25,900,000.00"
-> Bingöl Üniversitesine Hazine Yardımı,,,,,,,,,,0.00,0.00,"344,067,000.00",0.00,0.00,"199,390,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Bingöl Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Bingöl Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Bingöl Üniversitesi'ne Hazine Yardımı,99.903.9168.15446-0012.0032-01-05.02.70.83,,"217,008,000.00","249,317,000.00","277,231,000.00",0.00,0.00,"158,926,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Bingöl Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Bingöl Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Bingöl Üniversitesi'ne Hazine Yardımı,99.903.9168.15446-0012.0032-01-07.03.70.83,,"57,000,000.00","62,072,000.00","66,836,000.00",0.00,0.00,"40,464,000.00"
-> Bitlis Eren Üniversitesine Hazine Yardımı,,,,,,,,,,0.00,0.00,"205,617,000.00",0.00,0.00,"126,449,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Bitlis Eren Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Bitlis Eren Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Bitlis Eren Üniversitesi'ne Hazine Yardımı,99.903.9165.15443-0012.0032-01-05.02.70.80,,"144,094,000.00","165,078,000.00","183,338,000.00",0.00,0.00,"106,049,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Bitlis Eren Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Bitlis Eren Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Bitlis Eren Üniversitesi'ne Hazine Yardımı,99.903.9165.15443-0012.0032-01-07.03.70.80,,"19,000,000.00","20,691,000.00","22,279,000.00",0.00,0.00,"20,400,000.00"
-> Boğaziçi Üniversitesine Hazine Yardımı,,,,,,,,,,0.00,0.00,"544,100,000.00",0.00,0.00,"384,744,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Boğaziçi Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Boğaziçi Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Boğaziçi Üniversitesi'ne Hazine Yardımı,99.903.9093.15371-0012.0032-01-05.02.70.08,,"359,198,000.00","411,098,000.00","456,236,000.00",0.00,0.00,"283,661,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Boğaziçi Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Boğaziçi Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Boğaziçi Üniversitesi'ne Hazine Yardımı,99.903.9093.15371-0012.0032-01-07.03.70.08,,"74,933,000.00","81,602,000.00","87,864,000.00",0.00,0.00,"101,083,000.00"
-> Bolu Abant İzzet Baysal Üniversitesine Hazine Yardımı,,,,,,,,,,0.00,0.00,"534,534,000.00",0.00,0.00,"319,249,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Bolu Abant İzzet Baysal Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Bolu Abant İzzet Baysal Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Bolu Abant İzzet Baysal Üniversitesi'ne Hazine Yardımı,99.903.9127.15405-0012.0032-01-05.02.70.42,,"387,333,000.00","446,183,000.00","496,400,000.00",0.00,0.00,"296,014,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Bolu Abant İzzet Baysal Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Bolu Abant İzzet Baysal Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Bolu Abant İzzet Baysal Üniversitesi'ne Hazine Yardımı,99.903.9127.15405-0012.0032-01-07.03.70.42,,"32,522,000.00","35,416,000.00","38,134,000.00",0.00,0.00,"23,235,000.00"
-> Burdur Mehmet Akif Ersoy Üniversitesine Hazine Yardımı,,,,,,,,,,0.00,0.00,"456,696,000.00",0.00,0.00,"263,112,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Burdur Mehmet Akif Ersoy Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Burdur Mehmet Akif Ersoy Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Burdur Mehmet Akif Ersoy Üniversitesi'ne Hazine Yardımı,99.903.9143.15421-0012.0032-01-05.02.70.58,,"292,900,000.00","335,361,000.00","372,565,000.00",0.00,0.00,"216,912,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Burdur Mehmet Akif Ersoy Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Burdur Mehmet Akif Ersoy Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Burdur Mehmet Akif Ersoy Üniversitesi'ne Hazine Yardımı,99.903.9143.15421-0012.0032-01-07.03.70.58,,"71,750,000.00","78,135,000.00","84,131,000.00",0.00,0.00,"46,200,000.00"
-> Bursa Teknik Üniversitesine Hazine Yardımı,,,,,,,,,,0.00,0.00,"180,614,000.00",0.00,0.00,"111,618,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Bursa Teknik Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Bursa Teknik Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Bursa Teknik Üniversitesi'ne Hazine Yardımı,99.903.9183.15461-0012.0032-01-05.02.70.98,,"111,305,000.00","127,888,000.00","142,155,000.00",0.00,0.00,"80,718,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Bursa Teknik Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Bursa Teknik Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Bursa Teknik Üniversitesi'ne Hazine Yardımı,99.903.9183.15461-0012.0032-01-07.03.70.98,,"32,800,000.00","35,718,000.00","38,459,000.00",0.00,0.00,"30,900,000.00"
-> Bursa Uludağ Üniversitesine Hazine Yardımı,,,,,,,,,,0.00,0.00,"1,185,500,000.00",0.00,0.00,"728,131,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Bursa Uludağ Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Bursa Uludağ Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Bursa Uludağ Üniversitesi'ne Hazine Yardımı,99.903.9100.15378-0012.0032-01-05.02.70.15,,"833,467,000.00","958,899,000.00","1,065,606,000.00",0.00,0.00,"645,770,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Bursa Uludağ Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Bursa Uludağ Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Bursa Uludağ Üniversitesi'ne Hazine Yardımı,99.903.9100.15378-0012.0032-01-07.03.70.15,,"102,250,000.00","111,359,000.00","119,894,000.00",0.00,0.00,"82,361,000.00"
-> Çanakkale Onsekiz Mart Üniversitesine Hazine Yardımı,,,,,,,,,,0.00,0.00,"829,726,000.00",0.00,0.00,"511,398,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Çanakkale Onsekiz Mart Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Çanakkale Onsekiz Mart Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Çanakkale Onsekiz Mart Üniversitesi'ne Hazine Yardımı,99.903.9131.15409-0012.0032-01-05.02.70.46,,"598,735,000.00","686,577,000.00","763,475,000.00",0.00,0.00,"445,898,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Çanakkale Onsekiz Mart Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Çanakkale Onsekiz Mart Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Çanakkale Onsekiz Mart Üniversitesi'ne Hazine Yardımı,99.903.9131.15409-0012.0032-01-07.03.70.46,,"56,500,000.00","61,528,000.00","66,251,000.00",0.00,0.00,"65,500,000.00"
-> Çankırı Karatekin Üniversitesine Hazine Yardımı,,,,,,,,,,0.00,0.00,"308,286,000.00",0.00,0.00,"189,584,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Çankırı Karatekin Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Çankırı Karatekin Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Çankırı Karatekin Üniversitesi'ne Hazine Yardımı,99.903.9162.15440-0012.0032-01-05.02.70.77,,"205,788,000.00","235,815,000.00","262,087,000.00",0.00,0.00,"152,493,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Çankırı Karatekin Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Çankırı Karatekin Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Çankırı Karatekin Üniversitesi'ne Hazine Yardımı,99.903.9162.15440-0012.0032-01-07.03.70.77,,"39,400,000.00","42,906,000.00","46,199,000.00",0.00,0.00,"37,091,000.00"
-> Çukurova Üniversitesine Hazine Yardımı,,,,,,,,,,0.00,0.00,"1,220,527,000.00",0.00,0.00,"739,338,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Çukurova Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Çukurova Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Çukurova Üniversitesi'ne Hazine Yardımı,99.903.9106.15384-0012.0032-01-05.02.70.21,,"877,953,000.00","1,009,155,000.00","1,121,471,000.00",0.00,0.00,"663,064,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Çukurova Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Çukurova Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Çukurova Üniversitesi'ne Hazine Yardımı,99.903.9106.15384-0012.0032-01-07.03.70.21,,"84,479,000.00","92,010,000.00","99,056,000.00",0.00,0.00,"76,274,000.00"
-> Dicle Üniversitesine Hazine Yardımı,,,,,,,,,,0.00,0.00,"900,897,000.00",0.00,0.00,"563,901,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Dicle Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Dicle Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Dicle Üniversitesi'ne Hazine Yardımı,99.903.9112.15390-0012.0032-01-05.02.70.27,,"677,470,000.00","779,517,000.00","866,306,000.00",0.00,0.00,"529,473,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Dicle Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Dicle Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Dicle Üniversitesi'ne Hazine Yardımı,99.903.9112.15390-0012.0032-01-07.03.70.27,,"29,500,000.00","32,131,000.00","34,591,000.00",0.00,0.00,"34,428,000.00"
-> Dokuz Eylül Üniversitesine Hazine Yardımı,,,,,,,,,,0.00,0.00,"1,462,680,000.00",0.00,0.00,"941,795,000.00"
,PROGRAM DIŞI GİDERLER,HAZİNE YARDIMLARI,Dokuz Eylül Üniversitesine Hazine Yardımı,MUHASEBAT GENEL MÜDÜRLÜĞÜ (MERKEZ),Dokuz Eylül Üniversitesine Hazine Yardımı,Genel Bütçeli İdareler,Dokuz Eylül Üniversitesi'ne Hazine Yardımı,99.903.9098.15376-0012.0032-01-05.02.70.13,,"1,032,507,000.00","1,189,834,000.00","1,322,863,000.00",0.00,0.00,"824,574,000.00"
